Timestamp,Wind_Speed_ms,Wind_Power_MW,Solar_Power_MW,Total_Renewable_MW,Load_Demand_MW,Renewable_Penetration_pct,Voltage_pu,Frequency_Hz,Harmonics_THD_pct,Power_Factor
2023-01-11 15:00:00,5.36,5.54,60.57,66.1,490.11,13.49,0.9918,60.153,4.14,0.92
2023-01-11 16:00:00,6.8,11.34,50.96,62.3,566.47,11.0,1.0089,59.863,3.27,0.934
2023-01-11 17:00:00,5.42,5.72,34.78,40.5,527.69,7.68,0.9721,59.91,3.54,0.95
2023-01-11 18:00:00,9.23,28.28,9.56,37.84,577.93,6.55,1.0038,60.133,3.29,0.959
2023-01-11 19:00:00,9.81,33.95,9.56,43.51,597.72,7.28,1.0103,60.098,3.84,0.92
2023-01-11 20:00:00,5.8,7.03,9.56,16.59,550.04,3.02,1.0133,59.958,3.17,0.958
2023-01-11 21:00:00,7.69,16.35,9.56,25.91,572.7,4.52,0.9608,60.08,3.76,0.937
2023-01-11 22:00:00,8.19,19.8,9.56,29.36,467.38,6.28,0.9841,60.03,3.41,0.92
2023-01-11 23:00:00,7.58,15.7,9.56,25.26,518.19,4.87,0.9819,60.145,3.3,0.934
2023-01-12 00:00:00,5.85,7.2,9.56,16.76,520.29,3.22,1.0017,60.002,4.0,0.959
2023-01-12 01:00:00,7.93,17.97,9.56,27.53,466.64,5.9,1.009,60.098,3.14,0.92
2023-01-12 02:00:00,10.26,38.86,9.56,48.42,527.51,9.18,1.029,60.261,3.62,0.96
2023-01-12 03:00:00,5.5,5.98,9.56,15.54,410.09,3.79,0.9897,60.054,3.1,0.955
2023-01-12 04:00:00,5.56,6.19,9.56,15.75,416.0,3.79,0.9897,59.999,3.56,0.944
2023-01-12 05:00:00,7.48,15.09,9.56,24.65,412.69,5.97,1.0224,60.068,3.62,0.92
2023-01-12 06:00:00,11.59,56.08,9.56,65.64,436.32,15.04,1.0044,59.963,3.62,0.92
2023-01-12 07:00:00,9.68,32.65,28.95,61.6,340.15,18.11,1.0235,60.24,3.49,0.937
2023-01-12 08:00:00,9.75,33.37,60.79,94.17,414.76,22.7,1.0035,60.022,3.83,0.921
2023-01-12 09:00:00,7.53,15.39,83.79,99.18,383.54,25.86,0.9743,59.978,4.19,0.936
2023-01-12 10:00:00,9.16,27.63,81.48,109.11,363.64,30.01,0.9703,59.924,4.38,0.959
2023-01-12 11:00:00,5.07,4.69,74.36,79.05,422.63,18.71,0.9671,60.112,3.9,0.939
2023-01-12 12:00:00,9.45,30.41,76.16,106.57,435.17,24.49,1.0108,60.091,4.08,0.937
2023-01-12 13:00:00,11.39,53.24,96.23,149.47,434.99,34.36,1.0203,59.96,3.89,0.934
2023-01-12 14:00:00,9.29,28.85,80.48,109.33,480.63,22.75,1.0347,60.062,3.74,0.963
2023-01-12 15:00:00,11.12,49.45,56.32,105.77,492.51,21.48,1.0147,59.852,3.59,0.969
2023-01-12 16:00:00,10.07,36.74,54.62,91.36,531.27,17.2,1.0215,60.02,3.59,0.953
2023-01-12 17:00:00,5.84,7.18,26.48,33.67,568.17,5.93,0.9878,60.041,3.34,0.951
2023-01-12 18:00:00,11.32,52.18,9.56,61.74,611.56,10.1,0.9759,60.168,3.72,0.952
2023-01-12 19:00:00,5.47,5.88,9.56,15.44,536.7,2.88,1.0167,59.917,3.62,0.978
2023-01-12 20:00:00,8.74,24.02,9.56,33.58,641.19,5.24,1.0078,59.867,4.05,0.958
2023-01-12 21:00:00,5.99,7.76,9.56,17.32,515.28,3.36,1.0018,59.905,3.26,0.979
2023-01-12 22:00:00,5.08,4.72,9.56,14.28,559.43,2.55,1.0075,59.86,3.69,0.941
2023-01-12 23:00:00,7.95,18.12,9.56,27.68,565.95,4.89,1.006,60.129,3.92,0.922
2023-01-13 00:00:00,7.07,12.7,9.56,22.26,535.7,4.15,1.0253,60.149,3.64,0.935
2023-01-13 01:00:00,8.4,21.35,9.56,30.91,484.82,6.38,1.0253,60.028,3.38,0.937
2023-01-13 02:00:00,9.04,26.6,9.56,36.16,471.75,7.66,1.0101,60.118,3.42,0.98
2023-01-13 03:00:00,5.31,5.38,9.56,14.94,437.7,3.41,1.0166,60.008,3.11,0.964
2023-01-13 04:00:00,5.86,7.25,9.56,16.81,411.04,4.09,1.0099,59.985,3.39,0.936
2023-01-13 05:00:00,8.91,25.47,9.56,35.03,433.79,8.07,0.99,59.963,3.91,0.964
2023-01-13 06:00:00,7.4,14.6,9.56,24.16,403.35,5.99,1.0145,59.964,3.17,0.946
2023-01-13 07:00:00,10.1,37.14,26.96,64.1,362.01,17.71,0.9703,59.847,3.57,0.977
2023-01-13 08:00:00,9.57,31.51,51.32,82.83,406.43,20.38,1.019,60.029,4.11,0.937
2023-01-13 09:00:00,10.92,46.87,81.07,127.93,392.02,32.64,0.9728,60.005,4.44,0.92
2023-01-13 10:00:00,9.85,34.38,96.13,130.51,417.03,31.3,1.0026,60.083,4.08,0.937
2023-01-13 11:00:00,8.01,18.5,81.77,100.27,427.19,23.47,0.9807,60.014,4.17,0.936
2023-01-13 12:00:00,9.71,32.97,84.4,117.36,403.85,29.06,1.0082,59.991,3.97,0.92
2023-01-13 13:00:00,6.93,11.97,106.61,118.58,435.68,27.22,0.9966,59.919,3.7,0.954
2023-01-13 14:00:00,7.14,13.13,100.82,113.94,500.41,22.77,0.9658,60.011,3.85,0.972
2023-01-13 15:00:00,10.52,41.95,58.47,100.42,521.81,19.24,1.0065,60.076,3.96,0.922
2023-01-13 16:00:00,8.12,19.31,51.83,71.14,526.65,13.51,0.9871,59.885,4.22,0.965
2023-01-13 17:00:00,10.59,42.74,30.18,72.92,551.2,13.23,1.0163,60.008,3.33,0.934
2023-01-13 18:00:00,10.76,44.81,9.56,54.37,601.68,9.04,0.9991,60.02,3.69,0.947
2023-01-13 19:00:00,11.0,47.95,9.56,57.51,555.44,10.35,1.0069,59.926,3.54,0.944
2023-01-13 20:00:00,11.42,53.57,9.56,63.13,592.96,10.65,0.9798,59.939,3.72,0.946
2023-01-13 21:00:00,8.02,18.55,9.56,28.11,567.13,4.96,0.9877,60.018,3.12,0.958
2023-01-13 22:00:00,7.23,13.62,9.56,23.18,556.82,4.16,0.9904,59.881,3.4,0.928
2023-01-13 23:00:00,9.08,26.91,9.56,36.47,580.65,6.28,1.0165,60.031,3.95,0.974
2023-01-14 00:00:00,7.6,15.79,9.56,25.35,472.44,5.37,1.033,59.906,3.66,0.958
2023-01-14 01:00:00,9.21,28.1,9.56,37.66,451.9,8.33,0.9831,60.103,3.62,0.964
2023-01-14 02:00:00,9.94,35.35,9.56,44.91,445.0,10.09,1.0205,60.231,3.49,0.931
2023-01-14 03:00:00,9.82,34.08,9.56,43.64,384.81,11.34,0.9555,59.912,3.52,0.924
2023-01-14 04:00:00,7.62,15.94,9.56,25.5,384.46,6.63,0.9755,60.049,3.52,0.972
2023-01-14 05:00:00,6.17,8.45,9.56,18.01,337.36,5.34,0.9803,59.922,3.94,0.925
2023-01-14 06:00:00,8.01,18.53,9.56,28.09,343.1,8.19,0.9721,60.101,4.13,0.951
2023-01-14 07:00:00,6.0,7.77,34.98,42.75,321.11,13.31,0.967,59.873,3.7,0.966
2023-01-14 08:00:00,11.23,50.99,45.49,96.49,325.07,29.68,1.0053,60.055,3.99,0.939
2023-01-14 09:00:00,7.42,14.71,60.23,74.95,342.87,21.86,0.9935,59.916,4.28,0.967
2023-01-14 10:00:00,6.08,8.1,76.1,84.19,308.82,27.26,1.0049,59.985,3.97,0.936
2023-01-14 11:00:00,5.18,5.0,87.67,92.67,409.44,22.63,1.0115,59.901,4.0,0.92
2023-01-14 12:00:00,9.52,31.07,92.48,123.55,333.82,37.01,1.0016,60.093,3.97,0.946
2023-01-14 13:00:00,9.46,30.46,101.04,131.5,347.75,37.82,1.0094,59.928,4.5,0.943
2023-01-14 14:00:00,7.38,14.49,68.14,82.63,440.58,18.76,0.9967,60.057,3.91,0.99
2023-01-14 15:00:00,5.5,6.0,56.71,62.71,451.24,13.9,0.9749,59.965,4.09,0.927
2023-01-14 16:00:00,7.87,17.53,50.66,68.19,466.4,14.62,1.0197,59.988,4.07,0.941
2023-01-14 17:00:00,7.18,13.32,34.27,47.59,483.86,9.83,0.9872,60.012,3.41,0.932
2023-01-14 18:00:00,9.74,33.26,9.56,42.82,477.94,8.96,0.9804,59.921,3.89,0.944
2023-01-14 19:00:00,9.24,28.4,9.56,37.96,459.75,8.26,0.9956,60.018,3.97,0.944
2023-01-14 20:00:00,7.55,15.51,9.56,25.07,491.79,5.1,0.9812,60.148,3.45,0.931
2023-01-14 21:00:00,6.53,10.0,9.56,19.56,466.35,4.19,0.9912,59.917,3.26,0.958
2023-01-14 22:00:00,11.92,60.91,9.56,70.47,507.56,13.89,1.0055,60.117,3.28,0.942
2023-01-14 23:00:00,8.18,19.69,9.56,29.25,460.59,6.35,1.0063,60.145,3.58,0.975
2023-01-15 00:00:00,9.82,34.07,9.56,43.63,422.41,10.33,0.981,59.916,3.56,0.934
2023-01-15 01:00:00,5.98,7.71,9.56,17.27,417.37,4.14,0.9898,59.849,3.64,0.986
2023-01-15 02:00:00,8.4,21.33,9.56,30.89,417.77,7.39,1.0207,60.026,3.34,0.953
2023-01-15 03:00:00,5.19,5.04,9.56,14.6,366.83,3.98,1.0095,59.94,3.94,0.974
2023-01-15 04:00:00,8.54,22.41,9.56,31.97,338.92,9.43,1.0406,60.184,3.45,0.949
2023-01-15 05:00:00,11.75,58.37,9.56,67.93,353.59,19.21,1.0217,60.006,3.61,0.929
2023-01-15 06:00:00,7.69,16.37,9.56,25.93,340.34,7.62,1.0221,59.916,3.63,0.942
2023-01-15 07:00:00,5.27,5.28,30.94,36.22,309.44,11.7,0.9711,59.884,3.73,0.92
2023-01-15 08:00:00,5.22,5.11,45.62,50.73,307.66,16.49,1.0136,60.11,3.54,0.943
2023-01-15 09:00:00,7.72,16.54,78.47,95.01,331.61,28.65,0.9961,59.95,3.84,0.945
2023-01-15 10:00:00,6.12,8.25,79.72,87.97,289.55,30.38,0.9859,60.012,3.78,0.942
2023-01-15 11:00:00,5.16,4.96,100.89,105.84,304.05,34.81,0.9999,60.105,4.41,0.966
2023-01-15 12:00:00,10.29,39.26,86.66,125.93,342.03,36.82,1.0152,59.962,4.51,0.936
2023-01-15 13:00:00,8.21,19.92,76.07,95.99,377.34,25.44,1.0075,60.001,3.97,0.92
2023-01-15 14:00:00,7.02,12.48,103.56,116.04,414.71,27.98,0.9796,60.005,4.27,0.99
2023-01-15 15:00:00,11.3,51.95,60.56,112.51,471.27,23.87,1.0125,60.073,4.21,0.929
2023-01-15 16:00:00,5.81,7.07,63.74,70.81,472.9,14.97,0.9858,60.059,3.44,0.965
2023-01-15 17:00:00,11.69,57.53,37.48,95.01,459.68,20.67,1.0023,59.981,4.38,0.92
2023-01-15 18:00:00,7.2,13.42,9.56,22.98,477.19,4.82,0.9935,60.001,3.92,0.953
2023-01-15 19:00:00,11.22,50.83,9.56,60.39,456.04,13.24,0.9943,59.962,3.47,0.93
2023-01-15 20:00:00,9.22,28.22,9.56,37.78,488.41,7.74,1.0146,59.849,3.34,0.92
2023-01-15 21:00:00,10.79,45.19,9.56,54.75,477.45,11.47,0.978,60.024,3.35,0.941
2023-01-15 22:00:00,11.89,60.48,9.56,70.04,487.45,14.37,1.0375,60.189,3.43,0.945
2023-01-15 23:00:00,7.02,12.45,9.56,22.01,439.66,5.01,0.9631,59.907,3.85,0.944
2023-01-16 00:00:00,11.73,58.07,9.56,67.63,541.07,12.5,0.9868,59.921,3.72,0.951
2023-01-16 01:00:00,7.73,16.6,9.56,26.16,547.78,4.78,1.0069,59.908,3.88,0.943
2023-01-16 02:00:00,7.7,16.43,9.56,25.99,473.11,5.49,1.0111,60.068,3.86,0.95
2023-01-16 03:00:00,7.38,14.49,9.56,24.05,463.01,5.19,0.9975,60.04,3.71,0.952
2023-01-16 04:00:00,8.79,24.45,9.56,34.01,447.97,7.59,0.9981,59.98,3.84,0.947
2023-01-16 05:00:00,6.08,8.09,9.56,17.65,394.89,4.47,1.0078,59.903,3.11,0.945
2023-01-16 06:00:00,8.88,25.17,9.56,34.73,398.04,8.73,0.9945,60.006,3.49,0.93
2023-01-16 07:00:00,8.79,24.47,37.06,61.52,381.88,16.11,1.0263,59.844,3.96,0.957
2023-01-16 08:00:00,10.33,39.72,57.32,97.05,381.09,25.47,1.0142,60.02,3.52,0.937
2023-01-16 09:00:00,10.84,45.8,81.25,127.05,358.31,35.46,1.0139,60.097,3.74,0.932
2023-01-16 10:00:00,8.08,19.01,87.27,106.28,392.05,27.11,0.978,59.881,4.39,0.952
2023-01-16 11:00:00,7.12,12.97,105.64,118.62,421.86,28.12,0.9956,59.853,4.25,0.946
2023-01-16 12:00:00,6.82,11.4,75.72,87.12,470.8,18.5,0.9921,60.16,3.64,0.93
2023-01-16 13:00:00,6.36,9.27,107.28,116.55,479.73,24.3,0.9775,59.943,4.17,0.968
2023-01-16 14:00:00,5.4,5.68,67.76,73.44,540.97,13.58,1.0058,60.113,4.06,0.922
2023-01-16 15:00:00,7.4,14.57,83.31,97.88,478.78,20.44,0.9872,59.987,3.72,0.923
2023-01-16 16:00:00,6.89,11.78,63.93,75.72,551.66,13.73,1.0117,59.983,3.31,0.959
2023-01-16 17:00:00,11.76,58.62,29.82,88.45,551.33,16.04,0.977,60.044,4.25,0.98
2023-01-16 18:00:00,8.9,25.41,9.56,34.97,627.13,5.58,1.0338,59.907,3.46,0.937
2023-01-16 19:00:00,7.43,14.77,9.56,24.33,547.0,4.45,0.9816,60.008,3.2,0.957
2023-01-16 20:00:00,9.06,26.8,9.56,36.36,549.41,6.62,1.0037,59.958,3.62,0.924
2023-01-16 21:00:00,5.97,7.68,9.56,17.24,553.27,3.12,1.0155,59.862,3.83,0.93
2023-01-16 22:00:00,8.11,19.19,9.56,28.75,497.72,5.78,0.988,60.029,3.34,0.971
2023-01-16 23:00:00,9.38,29.75,9.56,39.31,530.06,7.42,1.0163,59.97,3.42,0.955
2023-01-17 00:00:00,8.42,21.51,9.56,31.07,502.12,6.19,0.9748,59.98,3.37,0.971
2023-01-17 01:00:00,7.81,17.17,9.56,26.73,505.74,5.28,1.0285,59.874,4.1,0.97
2023-01-17 02:00:00,11.96,61.54,9.56,71.1,486.09,14.63,0.9988,60.159,3.49,0.92
2023-01-17 03:00:00,11.16,50.07,9.56,59.63,506.73,11.77,0.9869,60.086,3.81,0.923
2023-01-17 04:00:00,9.36,29.56,9.56,39.12,455.3,8.59,0.9932,60.093,4.1,0.953
2023-01-17 05:00:00,8.99,26.12,9.56,35.68,389.16,9.17,1.0153,59.967,3.33,0.92
2023-01-17 06:00:00,9.34,29.38,9.56,38.94,363.92,10.7,0.9872,59.825,4.18,0.926
2023-01-17 07:00:00,6.41,9.48,34.26,43.74,395.83,11.05,0.9839,60.193,4.17,0.975
2023-01-17 08:00:00,7.77,16.86,54.94,71.8,338.12,21.24,0.9934,59.997,4.31,0.933
2023-01-17 09:00:00,5.28,5.29,69.21,74.5,436.01,17.09,0.9748,59.926,3.56,0.959
2023-01-17 10:00:00,8.33,20.8,76.82,97.62,426.26,22.9,1.0341,60.046,4.09,0.943
2023-01-17 11:00:00,8.8,24.54,105.39,129.93,392.39,33.11,0.9854,60.126,4.42,0.926
2023-01-17 12:00:00,6.59,10.32,85.05,95.38,375.39,25.41,1.0141,60.003,4.49,0.92
2023-01-17 13:00:00,11.75,58.37,102.17,160.54,491.06,32.69,1.0009,60.137,3.83,0.945
2023-01-17 14:00:00,11.37,52.86,75.21,128.07,472.4,27.11,0.9776,60.114,4.31,0.971
2023-01-17 15:00:00,10.06,36.6,75.28,111.88,538.37,20.78,0.9978,59.895,3.75,0.931
2023-01-17 16:00:00,8.73,23.98,58.69,82.68,477.06,17.33,1.0139,59.934,3.52,0.946
2023-01-17 17:00:00,11.09,49.1,29.01,78.11,527.23,14.82,0.9948,60.096,3.72,0.92
2023-01-17 18:00:00,5.91,7.45,9.56,17.01,560.96,3.03,1.0236,59.723,3.85,0.936
2023-01-17 19:00:00,10.53,42.08,9.56,51.64,572.02,9.03,1.0195,59.982,3.65,0.954
2023-01-17 20:00:00,5.87,7.3,9.56,16.86,560.45,3.01,1.0181,59.851,3.6,0.964
2023-01-17 21:00:00,10.56,42.39,9.56,51.95,589.29,8.82,0.9899,59.949,4.17,0.958
2023-01-17 22:00:00,6.93,11.98,9.56,21.54,528.78,4.07,0.978,59.965,3.48,0.92
2023-01-17 23:00:00,11.14,49.76,9.56,59.32,540.94,10.97,0.9866,59.962,3.83,0.938
2023-01-18 00:00:00,11.61,56.31,9.56,65.87,527.91,12.48,1.0027,59.944,3.61,0.927
2023-01-18 01:00:00,6.04,7.94,9.56,17.5,516.1,3.39,1.0106,59.884,3.46,0.943
2023-01-18 02:00:00,8.24,20.13,9.56,29.69,496.65,5.98,0.956,60.225,3.82,0.946
2023-01-18 03:00:00,11.87,60.16,9.56,69.72,416.2,16.75,0.9982,60.188,4.27,0.966
2023-01-18 04:00:00,8.38,21.21,9.56,30.77,380.28,8.09,1.0024,59.88,3.7,0.953
2023-01-18 05:00:00,11.04,48.5,9.56,58.06,444.33,13.07,0.9931,60.157,4.03,0.974
2023-01-18 06:00:00,9.12,27.32,9.56,36.88,400.4,9.21,1.0249,59.957,3.27,0.933
2023-01-18 07:00:00,7.63,15.97,29.51,45.48,358.18,12.7,1.0072,60.012,3.47,0.92
2023-01-18 08:00:00,7.0,12.35,43.04,55.39,423.83,13.07,1.0249,59.993,3.76,0.975
2023-01-18 09:00:00,6.42,9.54,75.61,85.15,384.11,22.17,0.9935,59.938,3.46,0.952
2023-01-18 10:00:00,10.33,39.71,82.67,122.39,425.81,28.74,1.0159,60.105,3.83,0.927
2023-01-18 11:00:00,7.71,16.47,96.26,112.73,408.03,27.63,1.0299,60.019,4.07,0.95
2023-01-18 12:00:00,8.58,22.73,82.95,105.68,488.12,21.65,1.0241,59.956,3.45,0.96
2023-01-18 13:00:00,8.45,21.69,85.59,107.28,502.6,21.34,0.976,59.873,3.69,0.946
2023-01-18 14:00:00,9.04,26.6,91.69,118.29,467.83,25.28,0.9924,59.916,4.02,0.928
2023-01-18 15:00:00,11.06,48.69,85.96,134.65,529.81,25.41,0.9906,59.841,4.08,0.934
2023-01-18 16:00:00,11.87,60.13,43.53,103.67,543.66,19.07,1.0079,60.003,4.31,0.95
2023-01-18 17:00:00,7.85,17.44,36.67,54.11,585.66,9.24,1.0128,59.877,3.83,0.951
2023-01-18 18:00:00,10.79,45.26,9.56,54.82,531.22,10.32,0.9822,59.971,3.62,0.971
2023-01-18 19:00:00,10.35,39.93,9.56,49.49,590.54,8.38,1.0005,60.134,4.1,0.942
2023-01-18 20:00:00,9.01,26.37,9.56,35.93,605.05,5.94,0.959,60.115,3.9,0.929
2023-01-18 21:00:00,11.69,57.54,9.56,67.1,517.2,12.97,1.0275,59.996,3.46,0.99
2023-01-18 22:00:00,6.4,9.45,9.56,19.01,524.67,3.62,0.9894,59.986,3.2,0.952
2023-01-18 23:00:00,5.76,6.9,9.56,16.46,483.42,3.4,1.0008,60.182,3.74,0.966
2023-01-19 00:00:00,10.98,47.63,9.56,57.19,515.62,11.09,0.9927,60.05,3.78,0.957
2023-01-19 01:00:00,8.07,18.95,9.56,28.51,521.62,5.47,1.0224,59.962,3.9,0.952
2023-01-19 02:00:00,10.93,46.99,9.56,56.55,519.83,10.88,0.9422,59.855,3.96,0.942
2023-01-19 03:00:00,11.25,51.28,9.56,60.84,451.65,13.47,0.9983,60.039,3.89,0.92
2023-01-19 04:00:00,5.44,5.79,9.56,15.35,474.68,3.23,0.9976,60.077,4.05,0.928
2023-01-19 05:00:00,11.18,50.36,9.56,59.92,364.14,16.46,0.9893,59.938,3.86,0.952
2023-01-19 06:00:00,8.14,19.4,9.56,28.96,338.89,8.55,1.0337,60.026,3.28,0.92
2023-01-19 07:00:00,8.57,22.68,34.54,57.23,378.54,15.12,0.9807,59.964,4.13,0.947
2023-01-19 08:00:00,9.39,29.77,62.27,92.04,388.39,23.7,1.0131,59.986,3.73,0.956
2023-01-19 09:00:00,11.48,54.53,80.75,135.28,379.23,35.67,1.0036,59.762,4.49,0.956
2023-01-19 10:00:00,5.13,4.87,92.34,97.21,327.96,29.64,1.0223,59.985,4.55,0.953
2023-01-19 11:00:00,8.34,20.87,102.03,122.89,402.87,30.5,0.9836,60.105,4.31,0.96
2023-01-19 12:00:00,9.81,34.03,116.98,151.01,386.68,39.05,0.9814,59.949,4.38,0.97
2023-01-19 13:00:00,10.06,36.64,85.74,122.38,469.52,26.07,1.0193,60.011,3.98,0.964
2023-01-19 14:00:00,9.85,34.38,66.66,101.04,485.76,20.8,1.0064,59.927,3.78,0.948
2023-01-19 15:00:00,5.94,7.55,64.59,72.14,471.9,15.29,0.9676,60.036,3.66,0.943
2023-01-19 16:00:00,7.1,12.86,47.28,60.15,508.29,11.83,0.988,59.977,3.87,0.949
2023-01-19 17:00:00,7.51,15.25,34.13,49.39,512.2,9.64,1.0068,59.903,3.94,0.942
2023-01-19 18:00:00,10.63,43.25,9.56,52.81,557.66,9.47,1.0158,60.13,3.87,0.97
2023-01-19 19:00:00,6.95,12.09,9.56,21.65,597.97,3.62,0.9861,60.087,3.27,0.96
2023-01-19 20:00:00,6.47,9.77,9.56,19.33,543.08,3.56,0.9414,59.934,3.57,0.941
2023-01-19 21:00:00,11.7,57.69,9.56,67.25,584.44,11.51,1.0093,60.048,4.02,0.973
2023-01-19 22:00:00,5.06,4.67,9.56,14.23,543.63,2.62,0.9753,60.048,3.53,0.943
2023-01-19 23:00:00,11.98,61.97,9.56,71.53,520.19,13.75,0.9583,60.064,3.81,0.927
2023-01-20 00:00:00,9.74,33.24,9.56,42.8,519.9,8.23,0.9425,59.827,3.94,0.947
2023-01-20 01:00:00,10.8,45.34,9.56,54.9,468.47,11.72,1.0151,60.099,3.9,0.93
2023-01-20 02:00:00,7.06,12.68,9.56,22.24,457.61,4.86,1.0021,59.938,3.51,0.967
2023-01-20 03:00:00,5.1,4.78,9.56,14.34,412.98,3.47,0.9951,59.958,3.96,0.932
2023-01-20 04:00:00,10.17,37.81,9.56,47.37,484.28,9.78,1.0268,60.261,3.36,0.945
2023-01-20 05:00:00,10.84,45.84,9.56,55.4,406.14,13.64,1.0114,60.03,4.27,0.965
2023-01-20 06:00:00,10.18,38.02,9.56,47.58,368.55,12.91,1.031,59.96,3.38,0.932
2023-01-20 07:00:00,6.0,7.78,27.83,35.6,386.2,9.22,0.9712,59.777,3.2,0.955
2023-01-20 08:00:00,10.27,39.04,51.42,90.46,373.07,24.25,0.9969,60.144,4.37,0.923
2023-01-20 09:00:00,10.38,40.29,78.93,119.22,373.15,31.95,0.9645,59.874,3.88,0.945
2023-01-20 10:00:00,9.61,31.95,96.46,128.41,407.97,31.47,0.9923,59.908,4.36,0.952
2023-01-20 11:00:00,10.36,40.06,78.36,118.42,427.81,27.68,0.9923,59.973,4.36,0.941
2023-01-20 12:00:00,10.92,46.9,75.58,122.48,409.42,29.92,1.0095,60.149,4.46,0.942
2023-01-20 13:00:00,9.3,28.91,103.6,132.52,431.64,30.7,0.9978,60.085,4.61,0.95
2023-01-20 14:00:00,5.62,6.39,80.33,86.72,465.97,18.61,1.0106,59.986,3.67,0.939
2023-01-20 15:00:00,8.41,21.44,64.16,85.6,430.47,19.89,1.0121,60.033,4.11,0.962
2023-01-20 16:00:00,5.54,6.13,42.85,48.99,477.66,10.26,1.0421,59.938,3.32,0.974
2023-01-20 17:00:00,7.85,17.43,32.8,50.23,584.37,8.6,0.9928,60.011,3.58,0.929
2023-01-20 18:00:00,7.85,17.41,9.56,26.97,608.25,4.43,0.9807,60.002,3.94,0.984
2023-01-20 19:00:00,5.46,5.87,9.56,15.43,561.2,2.75,1.0046,60.091,3.42,0.943
2023-01-20 20:00:00,7.44,14.84,9.56,24.4,589.3,4.14,0.9835,60.091,3.67,0.989
2023-01-20 21:00:00,5.78,6.94,9.56,16.5,578.01,2.85,1.0294,60.043,3.56,0.943
2023-01-20 22:00:00,10.66,43.58,9.56,53.14,651.27,8.16,0.9935,59.96,3.81,0.962
2023-01-20 23:00:00,11.63,56.69,9.56,66.25,576.95,11.48,0.9875,60.072,4.2,0.961
2023-01-21 00:00:00,5.51,6.01,9.56,15.57,440.3,3.54,0.9902,59.985,3.13,0.941
2023-01-21 01:00:00,11.69,57.45,9.56,67.01,395.45,16.94,1.0127,59.893,3.91,0.946
2023-01-21 02:00:00,8.66,23.36,9.56,32.92,354.44,9.29,0.9959,59.957,4.05,0.976
2023-01-21 03:00:00,7.1,12.87,9.56,22.43,387.25,5.79,0.9866,60.004,3.6,0.942
2023-01-21 04:00:00,5.54,6.11,9.56,15.67,338.43,4.63,1.0328,60.086,3.17,0.94
2023-01-21 05:00:00,8.5,22.14,9.56,31.7,301.26,10.52,0.9818,59.979,3.77,0.924
2023-01-21 06:00:00,10.56,42.41,9.56,51.97,311.34,16.69,0.999,59.88,3.67,0.976
2023-01-21 07:00:00,9.95,35.46,28.7,64.16,290.0,22.12,1.0108,60.009,3.6,0.934
2023-01-21 08:00:00,5.35,5.52,64.41,69.93,370.23,18.89,0.9655,60.013,4.23,0.968
2023-01-21 09:00:00,5.51,6.02,70.19,76.22,348.89,21.85,1.0074,60.022,3.96,0.931
2023-01-21 10:00:00,7.82,17.22,87.17,104.39,330.5,31.59,0.9757,60.1,4.56,0.964
2023-01-21 11:00:00,7.07,12.71,110.68,123.39,388.33,31.77,1.0133,60.11,4.44,0.957
2023-01-21 12:00:00,6.63,10.48,119.63,130.11,363.44,35.8,0.9772,59.951,4.41,0.935
2023-01-21 13:00:00,6.97,12.17,98.29,110.47,355.31,31.09,1.0107,59.946,3.63,0.926
2023-01-21 14:00:00,10.62,43.17,97.89,141.06,448.32,31.46,1.019,59.904,4.06,0.928
2023-01-21 15:00:00,11.5,54.82,66.54,121.36,440.28,27.56,1.0145,60.076,3.75,0.928
2023-01-21 16:00:00,7.84,17.32,49.38,66.7,413.02,16.15,1.0034,60.145,4.23,0.966
2023-01-21 17:00:00,11.34,52.54,31.28,83.82,455.62,18.4,0.9935,59.97,3.54,0.948
2023-01-21 18:00:00,7.25,13.72,9.56,23.28,448.26,5.19,0.988,59.971,3.39,0.926
2023-01-21 19:00:00,8.34,20.85,9.56,30.41,441.33,6.89,1.0287,60.143,3.65,0.943
2023-01-21 20:00:00,6.58,10.27,9.56,19.83,513.43,3.86,0.9856,60.045,3.34,0.946
2023-01-21 21:00:00,9.48,30.7,9.56,40.26,540.1,7.45,0.9785,60.04,3.36,0.92
2023-01-21 22:00:00,11.85,59.95,9.56,69.51,432.57,16.07,1.0117,59.881,3.92,0.941
2023-01-21 23:00:00,9.22,28.26,9.56,37.82,478.22,7.91,0.9833,60.064,3.25,0.962
2023-01-22 00:00:00,7.5,15.22,9.56,24.78,424.11,5.84,0.9804,59.903,3.18,0.945
2023-01-22 01:00:00,9.53,31.21,9.56,40.77,409.02,9.97,0.9701,59.884,3.57,0.952
2023-01-22 02:00:00,5.86,7.25,9.56,16.81,384.4,4.37,0.9899,59.96,3.81,0.958
2023-01-22 03:00:00,11.22,50.86,9.56,60.42,354.79,17.03,0.9966,59.942,3.9,0.938
2023-01-22 04:00:00,8.52,22.28,9.56,31.84,362.17,8.79,1.004,59.975,3.6,0.962
2023-01-22 05:00:00,8.15,19.46,9.56,29.02,318.61,9.11,1.0181,59.853,3.75,0.976
2023-01-22 06:00:00,9.1,27.14,9.56,36.7,338.47,10.84,1.0095,60.094,3.58,0.92
2023-01-22 07:00:00,9.37,29.65,33.8,63.45,320.57,19.79,0.9942,60.115,4.33,0.937
