Date,Hour_Ending,Load_MW
2023-02-02 07:00:00,8,8524
2023-02-02 08:00:00,9,9405
2023-02-02 09:00:00,10,9138
2023-02-02 10:00:00,11,9388
2023-02-02 11:00:00,12,10755
2023-02-02 12:00:00,13,9701
2023-02-02 13:00:00,14,10005
2023-02-02 14:00:00,15,10741
2023-02-02 15:00:00,16,11492
2023-02-02 16:00:00,17,11827
2023-02-02 17:00:00,18,12392
2023-02-02 18:00:00,19,12837
2023-02-02 19:00:00,20,12171
2023-02-02 20:00:00,21,12067
2023-02-02 21:00:00,22,12636
2023-02-02 22:00:00,23,12716
2023-02-02 23:00:00,24,11029
2023-02-03 00:00:00,1,11747
2023-02-03 01:00:00,2,11189
2023-02-03 02:00:00,3,11752
2023-02-03 03:00:00,4,10666
2023-02-03 04:00:00,5,9289
2023-02-03 05:00:00,6,8283
2023-02-03 06:00:00,7,10163
2023-02-03 07:00:00,8,8545
2023-02-03 08:00:00,9,9264
2023-02-03 09:00:00,10,9590
2023-02-03 10:00:00,11,9959
2023-02-03 11:00:00,12,9826
2023-02-03 12:00:00,13,9524
2023-02-03 13:00:00,14,9877
2023-02-03 14:00:00,15,10403
2023-02-03 15:00:00,16,11182
2023-02-03 16:00:00,17,10874
2023-02-03 17:00:00,18,11619
2023-02-03 18:00:00,19,12278
2023-02-03 19:00:00,20,13186
2023-02-03 20:00:00,21,12087
2023-02-03 21:00:00,22,11901
2023-02-03 22:00:00,23,12055
2023-02-03 23:00:00,24,11296
2023-02-04 00:00:00,1,9409
2023-02-04 01:00:00,2,10133
2023-02-04 02:00:00,3,9013
2023-02-04 03:00:00,4,9217
2023-02-04 04:00:00,5,7370
2023-02-04 05:00:00,6,7293
2023-02-04 06:00:00,7,7601
2023-02-04 07:00:00,8,7557
2023-02-04 08:00:00,9,7645
2023-02-04 09:00:00,10,7994
2023-02-04 10:00:00,11,7927
2023-02-04 11:00:00,12,7813
2023-02-04 12:00:00,13,7772
2023-02-04 13:00:00,14,8183
2023-02-04 14:00:00,15,8740
2023-02-04 15:00:00,16,9060
2023-02-04 16:00:00,17,9623
2023-02-04 17:00:00,18,9690
2023-02-04 18:00:00,19,10742
2023-02-04 19:00:00,20,10682
2023-02-04 20:00:00,21,11198
2023-02-04 21:00:00,22,10932
2023-02-04 22:00:00,23,11220
2023-02-04 23:00:00,24,9528
2023-02-05 00:00:00,1,9581
2023-02-05 01:00:00,2,9265
2023-02-05 02:00:00,3,8642
2023-02-05 03:00:00,4,9062
2023-02-05 04:00:00,5,8381
2023-02-05 05:00:00,6,7527
2023-02-05 06:00:00,7,7856
2023-02-05 07:00:00,8,7573
2023-02-05 08:00:00,9,8038
2023-02-05 09:00:00,10,7906
2023-02-05 10:00:00,11,7152
2023-02-05 11:00:00,12,8385
2023-02-05 12:00:00,13,7984
2023-02-05 13:00:00,14,8693
2023-02-05 14:00:00,15,9967
2023-02-05 15:00:00,16,9661
2023-02-05 16:00:00,17,9546
2023-02-05 17:00:00,18,9368
2023-02-05 18:00:00,19,11430
2023-02-05 19:00:00,20,10579
2023-02-05 20:00:00,21,10172
2023-02-05 21:00:00,22,10769
2023-02-05 22:00:00,23,10308
2023-02-05 23:00:00,24,10436
2023-02-06 00:00:00,1,10443
2023-02-06 01:00:00,2,12022
2023-02-06 02:00:00,3,11852
2023-02-06 03:00:00,4,9538
2023-02-06 04:00:00,5,9755
2023-02-06 05:00:00,6,9008
2023-02-06 06:00:00,7,9377
2023-02-06 07:00:00,8,9234
2023-02-06 08:00:00,9,8551
2023-02-06 09:00:00,10,8925
2023-02-06 10:00:00,11,9458
2023-02-06 11:00:00,12,9551
2023-02-06 12:00:00,13,9717
2023-02-06 13:00:00,14,9998
2023-02-06 14:00:00,15,11432
2023-02-06 15:00:00,16,10340
2023-02-06 16:00:00,17,10615
2023-02-06 17:00:00,18,11808
2023-02-06 18:00:00,19,13027
2023-02-06 19:00:00,20,11722
2023-02-06 20:00:00,21,12736
2023-02-06 21:00:00,22,12185
2023-02-06 22:00:00,23,11246
2023-02-06 23:00:00,24,11904
2023-02-07 00:00:00,1,11883
2023-02-07 01:00:00,2,10220
2023-02-07 02:00:00,3,10235
2023-02-07 03:00:00,4,9610
2023-02-07 04:00:00,5,9532
2023-02-07 05:00:00,6,9776
2023-02-07 06:00:00,7,8947
2023-02-07 07:00:00,8,9631
2023-02-07 08:00:00,9,8373
2023-02-07 09:00:00,10,9587
2023-02-07 10:00:00,11,8673
2023-02-07 11:00:00,12,9264
2023-02-07 12:00:00,13,9072
2023-02-07 13:00:00,14,9819
2023-02-07 14:00:00,15,10493
2023-02-07 15:00:00,16,11668
2023-02-07 16:00:00,17,12003
2023-02-07 17:00:00,18,11096
2023-02-07 18:00:00,19,12555
2023-02-07 19:00:00,20,11634
2023-02-07 20:00:00,21,12488
2023-02-07 21:00:00,22,12653
2023-02-07 22:00:00,23,12419
2023-02-07 23:00:00,24,11005
2023-02-08 00:00:00,1,12118
2023-02-08 01:00:00,2,10591
2023-02-08 02:00:00,3,9695
2023-02-08 03:00:00,4,9806
2023-02-08 04:00:00,5,9332
2023-02-08 05:00:00,6,9594
2023-02-08 06:00:00,7,9420
2023-02-08 07:00:00,8,8462
2023-02-08 08:00:00,9,9113
2023-02-08 09:00:00,10,8835
2023-02-08 10:00:00,11,9867
2023-02-08 11:00:00,12,9401
2023-02-08 12:00:00,13,9412
2023-02-08 13:00:00,14,9541
2023-02-08 14:00:00,15,10786
2023-02-08 15:00:00,16,11384
2023-02-08 16:00:00,17,11170
2023-02-08 17:00:00,18,11364
2023-02-08 18:00:00,19,12095
2023-02-08 19:00:00,20,11828
2023-02-08 20:00:00,21,12056
2023-02-08 21:00:00,22,12016
2023-02-08 22:00:00,23,11352
2023-02-08 23:00:00,24,10994
2023-02-09 00:00:00,1,11600
2023-02-09 01:00:00,2,10433
2023-02-09 02:00:00,3,11911
2023-02-09 03:00:00,4,10433
2023-02-09 04:00:00,5,10250
2023-02-09 05:00:00,6,9103
2023-02-09 06:00:00,7,9657
2023-02-09 07:00:00,8,8507
2023-02-09 08:00:00,9,9529
2023-02-09 09:00:00,10,8927
2023-02-09 10:00:00,11,8568
2023-02-09 11:00:00,12,9771
2023-02-09 12:00:00,13,9300
2023-02-09 13:00:00,14,10513
2023-02-09 14:00:00,15,10695
2023-02-09 15:00:00,16,10654
2023-02-09 16:00:00,17,12080
2023-02-09 17:00:00,18,11609
2023-02-09 18:00:00,19,12865
2023-02-09 19:00:00,20,12123
2023-02-09 20:00:00,21,13715
2023-02-09 21:00:00,22,11078
2023-02-09 22:00:00,23,12487
2023-02-09 23:00:00,24,12139
2023-02-10 00:00:00,1,10476
2023-02-10 01:00:00,2,10398
2023-02-10 02:00:00,3,10064
2023-02-10 03:00:00,4,10356
2023-02-10 04:00:00,5,10134
2023-02-10 05:00:00,6,9127
2023-02-10 06:00:00,7,8864
2023-02-10 07:00:00,8,8874
2023-02-10 08:00:00,9,8796
2023-02-10 09:00:00,10,8901
2023-02-10 10:00:00,11,9581
2023-02-10 11:00:00,12,10868
2023-02-10 12:00:00,13,9808
2023-02-10 13:00:00,14,9584
2023-02-10 14:00:00,15,10666
2023-02-10 15:00:00,16,11186
2023-02-10 16:00:00,17,10970
2023-02-10 17:00:00,18,11688
2023-02-10 18:00:00,19,11609
2023-02-10 19:00:00,20,11776
2023-02-10 20:00:00,21,12689
2023-02-10 21:00:00,22,11582
2023-02-10 22:00:00,23,11910
2023-02-10 23:00:00,24,12126
2023-02-11 00:00:00,1,9704
2023-02-11 01:00:00,2,9303
2023-02-11 02:00:00,3,9212
2023-02-11 03:00:00,4,9081
2023-02-11 04:00:00,5,8479
2023-02-11 05:00:00,6,7819
2023-02-11 06:00:00,7,7880
2023-02-11 07:00:00,8,7741
2023-02-11 08:00:00,9,7300
2023-02-11 09:00:00,10,7503
2023-02-11 10:00:00,11,8188
2023-02-11 11:00:00,12,7872
2023-02-11 12:00:00,13,8294
2023-02-11 13:00:00,14,8192
2023-02-11 14:00:00,15,8554
2023-02-11 15:00:00,16,8880
2023-02-11 16:00:00,17,10320
2023-02-11 17:00:00,18,10021
2023-02-11 18:00:00,19,10854
2023-02-11 19:00:00,20,9886
2023-02-11 20:00:00,21,11208
2023-02-11 21:00:00,22,10462
2023-02-11 22:00:00,23,10088
2023-02-11 23:00:00,24,10076
2023-02-12 00:00:00,1,9748
2023-02-12 01:00:00,2,8802
2023-02-12 02:00:00,3,9324
2023-02-12 03:00:00,4,8544
2023-02-12 04:00:00,5,8537
2023-02-12 05:00:00,6,8068
2023-02-12 06:00:00,7,7860
2023-02-12 07:00:00,8,7735
2023-02-12 08:00:00,9,7576
2023-02-12 09:00:00,10,8130
2023-02-12 10:00:00,11,7059
2023-02-12 11:00:00,12,7818
2023-02-12 12:00:00,13,7840
2023-02-12 13:00:00,14,8012
2023-02-12 14:00:00,15,8925
2023-02-12 15:00:00,16,9131
2023-02-12 16:00:00,17,9629
2023-02-12 17:00:00,18,9364
2023-02-12 18:00:00,19,10873
2023-02-12 19:00:00,20,9991
2023-02-12 20:00:00,21,10352
2023-02-12 21:00:00,22,10147
2023-02-12 22:00:00,23,9993
2023-02-12 23:00:00,24,9631
2023-02-13 00:00:00,1,10675
2023-02-13 01:00:00,2,11197
2023-02-13 02:00:00,3,9922
2023-02-13 03:00:00,4,10391
2023-02-13 04:00:00,5,10180
2023-02-13 05:00:00,6,9576
2023-02-13 06:00:00,7,9175
2023-02-13 07:00:00,8,8547
2023-02-13 08:00:00,9,8447
2023-02-13 09:00:00,10,9128
2023-02-13 10:00:00,11,9055
2023-02-13 11:00:00,12,9959
2023-02-13 12:00:00,13,9760
2023-02-13 13:00:00,14,9577
2023-02-13 14:00:00,15,10592
2023-02-13 15:00:00,16,10388
2023-02-13 16:00:00,17,10509
2023-02-13 17:00:00,18,12591
2023-02-13 18:00:00,19,10376
2023-02-13 19:00:00,20,12178
2023-02-13 20:00:00,21,12720
2023-02-13 21:00:00,22,12060
2023-02-13 22:00:00,23,12308
2023-02-13 23:00:00,24,11756
2023-02-14 00:00:00,1,10702
2023-02-14 01:00:00,2,10274
2023-02-14 02:00:00,3,10724
2023-02-14 03:00:00,4,10070
2023-02-14 04:00:00,5,10062
2023-02-14 05:00:00,6,10017
2023-02-14 06:00:00,7,9148
2023-02-14 07:00:00,8,9298
2023-02-14 08:00:00,9,9783
2023-02-14 09:00:00,10,8932
2023-02-14 10:00:00,11,9902
2023-02-14 11:00:00,12,9272
2023-02-14 12:00:00,13,9241
2023-02-14 13:00:00,14,10157
2023-02-14 14:00:00,15,10734
2023-02-14 15:00:00,16,10188
2023-02-14 16:00:00,17,11407
2023-02-14 17:00:00,18,11781
2023-02-14 18:00:00,19,11911
2023-02-14 19:00:00,20,12889
2023-02-14 20:00:00,21,11698
2023-02-14 21:00:00,22,13332
2023-02-14 22:00:00,23,11456
2023-02-14 23:00:00,24,11001
2023-02-15 00:00:00,1,12030
2023-02-15 01:00:00,2,11476
2023-02-15 02:00:00,3,10855
2023-02-15 03:00:00,4,10305
2023-02-15 04:00:00,5,8940
2023-02-15 05:00:00,6,9890
2023-02-15 06:00:00,7,8933
2023-02-15 07:00:00,8,8198
2023-02-15 08:00:00,9,8269
2023-02-15 09:00:00,10,8244
2023-02-15 10:00:00,11,9251
2023-02-15 11:00:00,12,8766
2023-02-15 12:00:00,13,10003
2023-02-15 13:00:00,14,9739
2023-02-15 14:00:00,15,10107
2023-02-15 15:00:00,16,11037
2023-02-15 16:00:00,17,12219
2023-02-15 17:00:00,18,11153
2023-02-15 18:00:00,19,12646
2023-02-15 19:00:00,20,12187
2023-02-15 20:00:00,21,12704
2023-02-15 21:00:00,22,11883
2023-02-15 22:00:00,23,11817
2023-02-15 23:00:00,24,10562
2023-02-16 00:00:00,1,11127
2023-02-16 01:00:00,2,10785
2023-02-16 02:00:00,3,9602
2023-02-16 03:00:00,4,10100
2023-02-16 04:00:00,5,10360
2023-02-16 05:00:00,6,9053
2023-02-16 06:00:00,7,8801
2023-02-16 07:00:00,8,8991
2023-02-16 08:00:00,9,8841
2023-02-16 09:00:00,10,8361
2023-02-16 10:00:00,11,10005
2023-02-16 11:00:00,12,9348
2023-02-16 12:00:00,13,9234
2023-02-16 13:00:00,14,10751
2023-02-16 14:00:00,15,10432
2023-02-16 15:00:00,16,10127
2023-02-16 16:00:00,17,12098
2023-02-16 17:00:00,18,11388
2023-02-16 18:00:00,19,12786
2023-02-16 19:00:00,20,12302
2023-02-16 20:00:00,21,11622
2023-02-16 21:00:00,22,12489
2023-02-16 22:00:00,23,11070
2023-02-16 23:00:00,24,11426
2023-02-17 00:00:00,1,11262
2023-02-17 01:00:00,2,11252
2023-02-17 02:00:00,3,9741
2023-02-17 03:00:00,4,10607
2023-02-17 04:00:00,5,9836
2023-02-17 05:00:00,6,9180
2023-02-17 06:00:00,7,9851
2023-02-17 07:00:00,8,9619
2023-02-17 08:00:00,9,9466
2023-02-17 09:00:00,10,8212
2023-02-17 10:00:00,11,9126
2023-02-17 11:00:00,12,8743
2023-02-17 12:00:00,13,9884
2023-02-17 13:00:00,14,10398
2023-02-17 14:00:00,15,10808
2023-02-17 15:00:00,16,10732
2023-02-17 16:00:00,17,11302
2023-02-17 17:00:00,18,10171
2023-02-17 18:00:00,19,12076
2023-02-17 19:00:00,20,11988
2023-02-17 20:00:00,21,12746
2023-02-17 21:00:00,22,12739
2023-02-17 22:00:00,23,12383
2023-02-17 23:00:00,24,11513
2023-02-18 00:00:00,1,8956
2023-02-18 01:00:00,2,9010
2023-02-18 02:00:00,3,7942
2023-02-18 03:00:00,4,8183
2023-02-18 04:00:00,5,8071
2023-02-18 05:00:00,6,8018
2023-02-18 06:00:00,7,7605
2023-02-18 07:00:00,8,7600
2023-02-18 08:00:00,9,7665
2023-02-18 09:00:00,10,7421
2023-02-18 10:00:00,11,8162
2023-02-18 11:00:00,12,7445
2023-02-18 12:00:00,13,8125
2023-02-18 13:00:00,14,7450
2023-02-18 14:00:00,15,9153
2023-02-18 15:00:00,16,9174
2023-02-18 16:00:00,17,9697
2023-02-18 17:00:00,18,8322
2023-02-18 18:00:00,19,9989
2023-02-18 19:00:00,20,10426
2023-02-18 20:00:00,21,10379
2023-02-18 21:00:00,22,10034
2023-02-18 22:00:00,23,9611
2023-02-18 23:00:00,24,10785
2023-02-19 00:00:00,1,8945
2023-02-19 01:00:00,2,8250
2023-02-19 02:00:00,3,9243
2023-02-19 03:00:00,4,8452
2023-02-19 04:00:00,5,7569
2023-02-19 05:00:00,6,8263
2023-02-19 06:00:00,7,7816
2023-02-19 07:00:00,8,7883
2023-02-19 08:00:00,9,7329
2023-02-19 09:00:00,10,6975
2023-02-19 10:00:00,11,7725
2023-02-19 11:00:00,12,7802
2023-02-19 12:00:00,13,7739
2023-02-19 13:00:00,14,8477
2023-02-19 14:00:00,15,8042
2023-02-19 15:00:00,16,9197
2023-02-19 16:00:00,17,9832
2023-02-19 17:00:00,18,10029
2023-02-19 18:00:00,19,9622
2023-02-19 19:00:00,20,10232
2023-02-19 20:00:00,21,11034
2023-02-19 21:00:00,22,11180
2023-02-19 22:00:00,23,9902
2023-02-19 23:00:00,24,9306
2023-02-20 00:00:00,1,11147
2023-02-20 01:00:00,2,10778
2023-02-20 02:00:00,3,10339
2023-02-20 03:00:00,4,10761
2023-02-20 04:00:00,5,9363
2023-02-20 05:00:00,6,9074
2023-02-20 06:00:00,7,8361
2023-02-20 07:00:00,8,8579
2023-02-20 08:00:00,9,9389
2023-02-20 09:00:00,10,8764
2023-02-20 10:00:00,11,8863
2023-02-20 11:00:00,12,9556
2023-02-20 12:00:00,13,9450
2023-02-20 13:00:00,14,9414
2023-02-20 14:00:00,15,9710
2023-02-20 15:00:00,16,10843
2023-02-20 16:00:00,17,10318
2023-02-20 17:00:00,18,12266
2023-02-20 18:00:00,19,12447
2023-02-20 19:00:00,20,12374
2023-02-20 20:00:00,21,11320
2023-02-20 21:00:00,22,12128
2023-02-20 22:00:00,23,11793
2023-02-20 23:00:00,24,10933
2023-02-21 00:00:00,1,11172
2023-02-21 01:00:00,2,11085
2023-02-21 02:00:00,3,9895
2023-02-21 03:00:00,4,10866
2023-02-21 04:00:00,5,9099
2023-02-21 05:00:00,6,8367
2023-02-21 06:00:00,7,9088
2023-02-21 07:00:00,8,8837
2023-02-21 08:00:00,9,8407
2023-02-21 09:00:00,10,8931
2023-02-21 10:00:00,11,8145
2023-02-21 11:00:00,12,10146
2023-02-21 12:00:00,13,9391
2023-02-21 13:00:00,14,10269
2023-02-21 14:00:00,15,10351
2023-02-21 15:00:00,16,10291
2023-02-21 16:00:00,17,11087
2023-02-21 17:00:00,18,11539
2023-02-21 18:00:00,19,11861
2023-02-21 19:00:00,20,11657
2023-02-21 20:00:00,21,11169
2023-02-21 21:00:00,22,11863
2023-02-21 22:00:00,23,12003
2023-02-21 23:00:00,24,11186
2023-02-22 00:00:00,1,11289
2023-02-22 01:00:00,2,9963
2023-02-22 02:00:00,3,9901
2023-02-22 03:00:00,4,9457
2023-02-22 04:00:00,5,10891
2023-02-22 05:00:00,6,9435
2023-02-22 06:00:00,7,8700
2023-02-22 07:00:00,8,8918
2023-02-22 08:00:00,9,8648
2023-02-22 09:00:00,10,8573
2023-02-22 10:00:00,11,9697
2023-02-22 11:00:00,12,10549
2023-02-22 12:00:00,13,10436
2023-02-22 13:00:00,14,11025
2023-02-22 14:00:00,15,10276
2023-02-22 15:00:00,16,10351
2023-02-22 16:00:00,17,11601
2023-02-22 17:00:00,18,11284
2023-02-22 18:00:00,19,11742
2023-02-22 19:00:00,20,11941
2023-02-22 20:00:00,21,12339
2023-02-22 21:00:00,22,11557
2023-02-22 22:00:00,23,11479
2023-02-22 23:00:00,24,12376
2023-02-23 00:00:00,1,11504
2023-02-23 01:00:00,2,10381
2023-02-23 02:00:00,3,10737
2023-02-23 03:00:00,4,9868
2023-02-23 04:00:00,5,9465
2023-02-23 05:00:00,6,9457
2023-02-23 06:00:00,7,9234
2023-02-23 07:00:00,8,8869
2023-02-23 08:00:00,9,8983
2023-02-23 09:00:00,10,9152
2023-02-23 10:00:00,11,9352
2023-02-23 11:00:00,12,9230
2023-02-23 12:00:00,13,8789
2023-02-23 13:00:00,14,10013
2023-02-23 14:00:00,15,9952
2023-02-23 15:00:00,16,10964
2023-02-23 16:00:00,17,11815
2023-02-23 17:00:00,18,11739
2023-02-23 18:00:00,19,11942
2023-02-23 19:00:00,20,12381
2023-02-23 20:00:00,21,11997
2023-02-23 21:00:00,22,11028
2023-02-23 22:00:00,23,12311
2023-02-23 23:00:00,24,12390
2023-02-24 00:00:00,1,11686
2023-02-24 01:00:00,2,10889
2023-02-24 02:00:00,3,10521
2023-02-24 03:00:00,4,10174
2023-02-24 04:00:00,5,9046
2023-02-24 05:00:00,6,8036
2023-02-24 06:00:00,7,9046
2023-02-24 07:00:00,8,9369
2023-02-24 08:00:00,9,8820
2023-02-24 09:00:00,10,9422
2023-02-24 10:00:00,11,9728
2023-02-24 11:00:00,12,9643
2023-02-24 12:00:00,13,9642
2023-02-24 13:00:00,14,10026
2023-02-24 14:00:00,15,10110
2023-02-24 15:00:00,16,10721
2023-02-24 16:00:00,17,11528
2023-02-24 17:00:00,18,10406
2023-02-24 18:00:00,19,11898
2023-02-24 19:00:00,20,10882
2023-02-24 20:00:00,21,12535
2023-02-24 21:00:00,22,10792
2023-02-24 22:00:00,23,12806
2023-02-24 23:00:00,24,11544
2023-02-25 00:00:00,1,9171
2023-02-25 01:00:00,2,8800
2023-02-25 02:00:00,3,8351
2023-02-25 03:00:00,4,8496
2023-02-25 04:00:00,5,8666
2023-02-25 05:00:00,6,8262
2023-02-25 06:00:00,7,7966
2023-02-25 07:00:00,8,8358
2023-02-25 08:00:00,9,7764
2023-02-25 09:00:00,10,7441
2023-02-25 10:00:00,11,7692
2023-02-25 11:00:00,12,7924
2023-02-25 12:00:00,13,8184
2023-02-25 13:00:00,14,8050
2023-02-25 14:00:00,15,9151
2023-02-25 15:00:00,16,8760
2023-02-25 16:00:00,17,9690
2023-02-25 17:00:00,18,9806
2023-02-25 18:00:00,19,9316
2023-02-25 19:00:00,20,10071
2023-02-25 20:00:00,21,9627
2023-02-25 21:00:00,22,9676
2023-02-25 22:00:00,23,9353
2023-02-25 23:00:00,24,10955
2023-02-26 00:00:00,1,9557
2023-02-26 01:00:00,2,8765
2023-02-26 02:00:00,3,8714
2023-02-26 03:00:00,4,8615
2023-02-26 04:00:00,5,8218
2023-02-26 05:00:00,6,7251
2023-02-26 06:00:00,7,7478
2023-02-26 07:00:00,8,7346
2023-02-26 08:00:00,9,7136
2023-02-26 09:00:00,10,7491
2023-02-26 10:00:00,11,7994
2023-02-26 11:00:00,12,8373
2023-02-26 12:00:00,13,8393
2023-02-26 13:00:00,14,9122
2023-02-26 14:00:00,15,9487
2023-02-26 15:00:00,16,10014
2023-02-26 16:00:00,17,8727
2023-02-26 17:00:00,18,8966
2023-02-26 18:00:00,19,10145
2023-02-26 19:00:00,20,10287
2023-02-26 20:00:00,21,10765
2023-02-26 21:00:00,22,10314
2023-02-26 22:00:00,23,10708
2023-02-26 23:00:00,24,9433
2023-02-27 00:00:00,1,11885
2023-02-27 01:00:00,2,11359
2023-02-27 02:00:00,3,9566
2023-02-27 03:00:00,4,9790
2023-02-27 04:00:00,5,9363
2023-02-27 05:00:00,6,9422
2023-02-27 06:00:00,7,8676
2023-02-27 07:00:00,8,9325
2023-02-27 08:00:00,9,9176
2023-02-27 09:00:00,10,9127
2023-02-27 10:00:00,11,8820
2023-02-27 11:00:00,12,8908
2023-02-27 12:00:00,13,8868
2023-02-27 13:00:00,14,9982
2023-02-27 14:00:00,15,10937
2023-02-27 15:00:00,16,9669
2023-02-27 16:00:00,17,10900
2023-02-27 17:00:00,18,10641
2023-02-27 18:00:00,19,9833
2023-02-27 19:00:00,20,12074
2023-02-27 20:00:00,21,11705
2023-02-27 21:00:00,22,11583
2023-02-27 22:00:00,23,11625
2023-02-27 23:00:00,24,10409
2023-02-28 00:00:00,1,11878
2023-02-28 01:00:00,2,10608
2023-02-28 02:00:00,3,10843
2023-02-28 03:00:00,4,9682
2023-02-28 04:00:00,5,9677
2023-02-28 05:00:00,6,9276
2023-02-28 06:00:00,7,8571
2023-02-28 07:00:00,8,8567
2023-02-28 08:00:00,9,8859
2023-02-28 09:00:00,10,8856
2023-02-28 10:00:00,11,9178
2023-02-28 11:00:00,12,9009
2023-02-28 12:00:00,13,9311
2023-02-28 13:00:00,14,9649
2023-02-28 14:00:00,15,9702
2023-02-28 15:00:00,16,11169
2023-02-28 16:00:00,17,11074
2023-02-28 17:00:00,18,11430
2023-02-28 18:00:00,19,11721
2023-02-28 19:00:00,20,12528
2023-02-28 20:00:00,21,12911
2023-02-28 21:00:00,22,12353
2023-02-28 22:00:00,23,11966
2023-02-28 23:00:00,24,10640
2023-03-01 00:00:00,1,11106
2023-03-01 01:00:00,2,10583
2023-03-01 02:00:00,3,9876
2023-03-01 03:00:00,4,9666
2023-03-01 04:00:00,5,9689
2023-03-01 05:00:00,6,9227
2023-03-01 06:00:00,7,9728
2023-03-01 07:00:00,8,8621
2023-03-01 08:00:00,9,8608
2023-03-01 09:00:00,10,8511
2023-03-01 10:00:00,11,8444
2023-03-01 11:00:00,12,9619
2023-03-01 12:00:00,13,9730
2023-03-01 13:00:00,14,10106
2023-03-01 14:00:00,15,9945
2023-03-01 15:00:00,16,11244
2023-03-01 16:00:00,17,11187
2023-03-01 17:00:00,18,11714
2023-03-01 18:00:00,19,11140
2023-03-01 19:00:00,20,10974
2023-03-01 20:00:00,21,12282
2023-03-01 21:00:00,22,12140
2023-03-01 22:00:00,23,11664
2023-03-01 23:00:00,24,11124
2023-03-02 00:00:00,1,11029
2023-03-02 01:00:00,2,10117
2023-03-02 02:00:00,3,10120
2023-03-02 03:00:00,4,9507
2023-03-02 04:00:00,5,9777
2023-03-02 05:00:00,6,8940
2023-03-02 06:00:00,7,8249
2023-03-02 07:00:00,8,9179
2023-03-02 08:00:00,9,9257
2023-03-02 09:00:00,10,8307
2023-03-02 10:00:00,11,9011
2023-03-02 11:00:00,12,9278
2023-03-02 12:00:00,13,10002
2023-03-02 13:00:00,14,10411
2023-03-02 14:00:00,15,10701
2023-03-02 15:00:00,16,11855
2023-03-02 16:00:00,17,11789
2023-03-02 17:00:00,18,11443
2023-03-02 18:00:00,19,11921
2023-03-02 19:00:00,20,12372
2023-03-02 20:00:00,21,13040
2023-03-02 21:00:00,22,12428
2023-03-02 22:00:00,23,11745
2023-03-02 23:00:00,24,12084
2023-03-03 00:00:00,1,10444
2023-03-03 01:00:00,2,11617
2023-03-03 02:00:00,3,9463
2023-03-03 03:00:00,4,9519
2023-03-03 04:00:00,5,8529
2023-03-03 05:00:00,6,8464
2023-03-03 06:00:00,7,8942
2023-03-03 07:00:00,8,8162
2023-03-03 08:00:00,9,8496
2023-03-03 09:00:00,10,8876
2023-03-03 10:00:00,11,9425
2023-03-03 11:00:00,12,9262
2023-03-03 12:00:00,13,9928
2023-03-03 13:00:00,14,10290
2023-03-03 14:00:00,15,10200
2023-03-03 15:00:00,16,11055
2023-03-03 16:00:00,17,10998
2023-03-03 17:00:00,18,11885
2023-03-03 18:00:00,19,10592
2023-03-03 19:00:00,20,12723
2023-03-03 20:00:00,21,12139
2023-03-03 21:00:00,22,11529
2023-03-03 22:00:00,23,12451
2023-03-03 23:00:00,24,11141
2023-03-04 00:00:00,1,8376
2023-03-04 01:00:00,2,8353
2023-03-04 02:00:00,3,8092
2023-03-04 03:00:00,4,8813
2023-03-04 04:00:00,5,7833
2023-03-04 05:00:00,6,8050
2023-03-04 06:00:00,7,7601
2023-03-04 07:00:00,8,7140
2023-03-04 08:00:00,9,6847
2023-03-04 09:00:00,10,7214
2023-03-04 10:00:00,11,7861
2023-03-04 11:00:00,12,8446
2023-03-04 12:00:00,13,7621
2023-03-04 13:00:00,14,7849
2023-03-04 14:00:00,15,9280
2023-03-04 15:00:00,16,9008
2023-03-04 16:00:00,17,9487
2023-03-04 17:00:00,18,9014
2023-03-04 18:00:00,19,8675
2023-03-04 19:00:00,20,10909
2023-03-04 20:00:00,21,10623
2023-03-04 21:00:00,22,10550
2023-03-04 22:00:00,23,8941
2023-03-04 23:00:00,24,9714
2023-03-05 00:00:00,1,9394
2023-03-05 01:00:00,2,8987
2023-03-05 02:00:00,3,8855
2023-03-05 03:00:00,4,7719
2023-03-05 04:00:00,5,8534
2023-03-05 05:00:00,6,7666
2023-03-05 06:00:00,7,7422
2023-03-05 07:00:00,8,7467
2023-03-05 08:00:00,9,7525
2023-03-05 09:00:00,10,7633
2023-03-05 10:00:00,11,7726
2023-03-05 11:00:00,12,8016
2023-03-05 12:00:00,13,8155
2023-03-05 13:00:00,14,8349
2023-03-05 14:00:00,15,8344
2023-03-05 15:00:00,16,8428
2023-03-05 16:00:00,17,9776
2023-03-05 17:00:00,18,9294
2023-03-05 18:00:00,19,10040
2023-03-05 19:00:00,20,9496
2023-03-05 20:00:00,21,10146
2023-03-05 21:00:00,22,8743
2023-03-05 22:00:00,23,10364
2023-03-05 23:00:00,24,9555
2023-03-06 00:00:00,1,10894
2023-03-06 01:00:00,2,11032
2023-03-06 02:00:00,3,10453
2023-03-06 03:00:00,4,9610
2023-03-06 04:00:00,5,10055
2023-03-06 05:00:00,6,8655
2023-03-06 06:00:00,7,8769
2023-03-06 07:00:00,8,9553
2023-03-06 08:00:00,9,8765
2023-03-06 09:00:00,10,8781
2023-03-06 10:00:00,11,9042
2023-03-06 11:00:00,12,8878
2023-03-06 12:00:00,13,10164
2023-03-06 13:00:00,14,9376
2023-03-06 14:00:00,15,10381
